original_tweet,username,tweet_id,retweet_id,retweeted_user_screen_name,created_at,content,number_of_interactions,favorite_count,retweet_count,deleted,deleted_at,owner
https://twitter.com/abuga_makori/status/1465698810500288513,abuga_makori,1465698810500288513,,,2021-12-07T10:21:53.162354Z,What I know is that Fred Matiang'i will be a very indispensable figure during and after elections. He will be in Raila Odinga's gov't for the purposes of institutional memory.  Our friend Itumbi will be still blogging for incoming opposition leader Dr. Ru,0,0,0,True,2021-11-30T15:20:19Z,"{""account_id"": 1291576616, ""created_at"": ""2021-12-07T10:04:20.594991Z"", ""updated_at"": ""2021-12-07T10:04:20.595088Z"", ""name"": null, ""screen_name"": ""abuga_makori"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/abuga_makori/status/1465698054619631622,abuga_makori,1465698054619631622,,,2021-12-07T10:21:53.086842Z,What I know is that Fred Matiang'i will be a very indispensable figure during and after elections. He will be in Raila Odinga's gov't for the purposes of institutional memory.  Our friend Itumbi will be still blogging for incoming opposition leader Dr. Ru,0,0,0,True,2021-11-30T15:06:40Z,"{""account_id"": 1291576616, ""created_at"": ""2021-12-07T10:04:20.594991Z"", ""updated_at"": ""2021-12-07T10:04:20.595088Z"", ""name"": null, ""screen_name"": ""abuga_makori"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/abuga_makori/status/1465697438241484817,abuga_makori,1465697438241484817,,,2021-12-07T10:21:53.075416Z,What I know is that Fred Matiang'i will be a very indispensable figure during and after elections. He will he in Raila Odinga's gov't for the purposes of institutional memory.  Our friend Itumbi will be still blogging for incoming opposition leader Dr. Ru,0,0,0,True,2021-11-30T15:03:22Z,"{""account_id"": 1291576616, ""created_at"": ""2021-12-07T10:04:20.594991Z"", ""updated_at"": ""2021-12-07T10:04:20.595088Z"", ""name"": null, ""screen_name"": ""abuga_makori"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/abuga_makori/status/1465547213183098884,abuga_makori,1465547213183098884,,,2021-12-07T10:21:50.068511Z,"Watching this girl recite a poem in Bridgetown, I just thought it was @TheAmandaGorman, the girl who stole the show during Joe Biden inauguration. Congratulations Barbados for becoming a republic. Special thinks to Mia Amor and incoming President Sandra M",0,0,0,True,2021-11-30T05:05:03Z,"{""account_id"": 1291576616, ""created_at"": ""2021-12-07T10:04:20.594991Z"", ""updated_at"": ""2021-12-07T10:04:20.595088Z"", ""name"": null, ""screen_name"": ""abuga_makori"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/abuga_makori/status/1465528085076402181,abuga_makori,1465528085076402181,,,2021-12-07T10:21:49.852420Z,Awarding Lionel Andres Messi Balloon D'or was just outright #robbery of the century. Just coz he had a good run with Argentina in 2021 doesn't really mean he deserved it.  They should have started by awarding Robert Lewandoski. This was outright theft.  #,0,0,0,True,2021-11-30T03:49:54Z,"{""account_id"": 1291576616, ""created_at"": ""2021-12-07T10:04:20.594991Z"", ""updated_at"": ""2021-12-07T10:04:20.595088Z"", ""name"": null, ""screen_name"": ""abuga_makori"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/abuga_makori/status/1465387833036877824,abuga_makori,1465387833036877824,,,2021-12-07T10:21:47.238782Z,"BRIDGETOWN: This week, the female gender will have a new president in Sandra Mason. Barbados, the home of Rihanna Robyn @rihanna ... Will become a republic.

The Queen has been the Head of State .... As PM, Mason visited NAIROBI recently upon President Uh",0,0,0,True,2021-11-29T18:32:33Z,"{""account_id"": 1291576616, ""created_at"": ""2021-12-07T10:04:20.594991Z"", ""updated_at"": ""2021-12-07T10:04:20.595088Z"", ""name"": null, ""screen_name"": ""abuga_makori"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/abuga_makori/status/1465371279440158734,abuga_makori,1465371279440158734,,,2021-12-07T10:21:46.598288Z,@Lupita_Nyongo Congratulations Lupita,0,0,0,True,2021-11-29T17:26:14Z,"{""account_id"": 1291576616, ""created_at"": ""2021-12-07T10:04:20.594991Z"", ""updated_at"": ""2021-12-07T10:04:20.595088Z"", ""name"": null, ""screen_name"": ""abuga_makori"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/abuga_makori/status/1464990412603596807,abuga_makori,1464990412603596807,,,2021-12-07T10:21:38.344462Z,So Carrick has dropped Ronaldo? No Greenwood?  This is why Paul Scholes said all these fellows in coaching staff must go. Disappointed even even the game starts. #CHEMUN #MUFC https://t.co/HGxgMXvojI,0,0,0,True,2021-11-28T16:16:06Z,"{""account_id"": 1291576616, ""created_at"": ""2021-12-07T10:04:20.594991Z"", ""updated_at"": ""2021-12-07T10:04:20.595088Z"", ""name"": null, ""screen_name"": ""abuga_makori"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/abuga_makori/status/1464941320888332288,abuga_makori,1464941320888332288,,,2021-12-07T10:21:37.437320Z,"DP Ruto cannot be trusted with presidency. He's too dangerous for this nation ~ Martha Karua in a past interview.

This is why I usually refer to Ruto as CEO Liars Association of Kenya.",0,0,0,True,2021-11-28T13:00:22Z,"{""account_id"": 1291576616, ""created_at"": ""2021-12-07T10:04:20.594991Z"", ""updated_at"": ""2021-12-07T10:04:20.595088Z"", ""name"": null, ""screen_name"": ""abuga_makori"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/abuga_makori/status/1464909796931518474,abuga_makori,1464909796931518474,,,2021-12-07T10:21:36.954460Z,"In Somalia, people came together, contributed resources and built this port in the coast of Puntland state. The port is called Gara'ad. One of the most successful community project in modern times. Congrats. https://t.co/2I6qKYKNm1",0,0,0,True,2021-11-28T10:53:19Z,"{""account_id"": 1291576616, ""created_at"": ""2021-12-07T10:04:20.594991Z"", ""updated_at"": ""2021-12-07T10:04:20.595088Z"", ""name"": null, ""screen_name"": ""abuga_makori"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
