original_tweet,username,tweet_id,retweet_id,retweeted_user_screen_name,created_at,content,number_of_interactions,favorite_count,retweet_count,deleted,deleted_at,owner
https://twitter.com/abuga_makori/status/1464847942389571584,abuga_makori,1464847942389571584,,,2021-12-07T10:21:35.665858Z,Tangatanga will always be crybabies. They are now dragging the name of PS Kibicho ahead of DP Ruto's visit to the region. I'll be keen to see if Purity Ngerici attends. Waiguru hijacked UDA from her. The house is crumbling.,0,0,0,True,2021-11-28T06:46:09Z,"{""account_id"": 1291576616, ""created_at"": ""2021-12-07T10:04:20.594991Z"", ""updated_at"": ""2021-12-07T10:04:20.595088Z"", ""name"": null, ""screen_name"": ""abuga_makori"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/abuga_makori/status/1464810765605646338,abuga_makori,1464810765605646338,,,2021-12-07T10:21:34.923768Z,"You can no longer lie to Kikuyus. President Uhuru Kenyatta and his troops know what they did in Mt Kenya to protect Uhuruto regime. Ndindi Nyoro should refresh his memory, live with the fact that lies will no longer sell in Mt Kenya. DP Ruto is a man on d",0,0,0,True,2021-11-28T04:21:21Z,"{""account_id"": 1291576616, ""created_at"": ""2021-12-07T10:04:20.594991Z"", ""updated_at"": ""2021-12-07T10:04:20.595088Z"", ""name"": null, ""screen_name"": ""abuga_makori"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/Shaddymusembi1/status/1464579969561116684,Shaddymusembi1,1464579969561116684,,,2021-12-07T10:21:30.642368Z,"RT @Shaddymusembi1: Portriz ward Changamwe has so decided: Firmly behind BABA @RailaOdinga the fifth Governor @SuleimanShahbal the second,…",0,0,0,True,2021-11-27T13:01:07Z,"{""account_id"": 345280320, ""created_at"": ""2021-12-07T10:04:20.588917Z"", ""updated_at"": ""2021-12-07T10:04:20.588981Z"", ""name"": null, ""screen_name"": ""Shaddymusembi1"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/Shaddymusembi1/status/1464579921125285892,Shaddymusembi1,1464579921125285892,,,2021-12-07T10:21:30.635764Z,"Portriz ward Changamwe has so decided: Firmly behind BABA @RailaOdinga the fifth Governor @SuleimanShahbal the second, County women Rep Mama @Zamzammohammed7
#RailaInNyeri
#OneLove #Inawezekana 
#Changemustcome https://t.co/SkY1ZCDbky",0,0,0,True,2021-11-27T13:01:07Z,"{""account_id"": 345280320, ""created_at"": ""2021-12-07T10:04:20.588917Z"", ""updated_at"": ""2021-12-07T10:04:20.588981Z"", ""name"": null, ""screen_name"": ""Shaddymusembi1"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/RandalMwinzi/status/1464294786882547713,RandalMwinzi,1464294786882547713,,,2021-12-07T10:21:26.349038Z,"RT @BettKMax: Which is your favorite TV show, random winner to get Ksh. 300. Reply using #12Actions",0,0,0,True,2021-11-26T18:31:20Z,"{""account_id"": 1020318516233293825, ""created_at"": ""2021-12-07T10:04:20.563886Z"", ""updated_at"": ""2021-12-07T10:04:20.563926Z"", ""name"": null, ""screen_name"": ""RandalMwinzi"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/RandalMwinzi/status/1464213125868183557,RandalMwinzi,1464213125868183557,,,2021-12-07T10:21:24.147619Z,"@Twaweza_Ke @IEAKenya Looking forward to this great conversation
#Cocid19VaccinationKE",0,0,0,True,2021-11-26T12:43:23Z,"{""account_id"": 1020318516233293825, ""created_at"": ""2021-12-07T10:04:20.563886Z"", ""updated_at"": ""2021-12-07T10:04:20.563926Z"", ""name"": null, ""screen_name"": ""RandalMwinzi"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/Shaddymusembi1/status/1463909184962015239,Shaddymusembi1,1463909184962015239,,,2021-12-07T10:21:18.055790Z,"Safi Sana Brother @OfficialMasauti
With incoming Mombasa Governor Mheshimiwa @SuleimanShahbal 
#OrangeTheWorld
#Inawezekana #WiperNDC #Newsnight #newsgang #JKLive https://t.co/gecbNa7RHW",0,0,0,True,2021-11-25T16:36:25Z,"{""account_id"": 345280320, ""created_at"": ""2021-12-07T10:04:20.588917Z"", ""updated_at"": ""2021-12-07T10:04:20.588981Z"", ""name"": null, ""screen_name"": ""Shaddymusembi1"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/Shaddymusembi1/status/1463909348569198596,Shaddymusembi1,1463909348569198596,,,2021-12-07T10:21:18.066114Z,"RT @Shaddymusembi1: Safi Sana Brother @OfficialMasauti
With incoming Mombasa Governor Mheshimiwa @SuleimanShahbal 
#OrangeTheWorld
#Inaweze…",0,0,0,True,2021-11-25T16:36:15Z,"{""account_id"": 345280320, ""created_at"": ""2021-12-07T10:04:20.588917Z"", ""updated_at"": ""2021-12-07T10:04:20.588981Z"", ""name"": null, ""screen_name"": ""Shaddymusembi1"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/abuga_makori/status/1463718632467410945,abuga_makori,1463718632467410945,,,2021-12-07T10:21:13.003298Z,There is a time DP Ruto and UDA said they are comfortable even if Oburu Oginga is appointed IEBC chair. They are now targeting XJ Martha Koome. https://t.co/96xqlrpxB3,0,0,0,True,2021-11-25T03:58:23Z,"{""account_id"": 1291576616, ""created_at"": ""2021-12-07T10:04:20.594991Z"", ""updated_at"": ""2021-12-07T10:04:20.595088Z"", ""name"": null, ""screen_name"": ""abuga_makori"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/abuga_makori/status/1462817953146093573,abuga_makori,1462817953146093573,,,2021-12-07T10:20:52.073808Z,The amount of resources Purity Ngerici has put in her quest to dethrone Waiguru as Kirinyaga Governor won't allow her to quit the race in favour of someone. One of them will have to part ways with DP William Ruto.,0,0,0,True,2021-11-22T16:26:49Z,"{""account_id"": 1291576616, ""created_at"": ""2021-12-07T10:04:20.594991Z"", ""updated_at"": ""2021-12-07T10:04:20.595088Z"", ""name"": null, ""screen_name"": ""abuga_makori"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/abuga_makori/status/1462761730686205954,abuga_makori,1462761730686205954,,,2021-12-07T10:20:50.462725Z,"West Pokot is a swing county. Raila Odinga can even beat DP William Ruto in that region. It's a tossup. DP Ruto will only score well in Nandi, Uasin Gishu, Kericho, Bomet and Elgeyo-Marakwet. https://t.co/xOY2oR0aTS",0,0,0,True,2021-11-22T12:44:10Z,"{""account_id"": 1291576616, ""created_at"": ""2021-12-07T10:04:20.594991Z"", ""updated_at"": ""2021-12-07T10:04:20.595088Z"", ""name"": null, ""screen_name"": ""abuga_makori"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/abuga_makori/status/1462760559477149699,abuga_makori,1462760559477149699,,,2021-12-07T10:20:50.448599Z,"West Pokot is a swing county. Raila Odinga can even best DP William Ruto in that region. It's a tossup. DP Ruto will only score well in Nandi, Uasin Gishu, Kericho, Bomet and Elgeyo-Marakwet. https://t.co/xgAZVDfWy5",0,0,0,True,2021-11-22T12:35:18Z,"{""account_id"": 1291576616, ""created_at"": ""2021-12-07T10:04:20.594991Z"", ""updated_at"": ""2021-12-07T10:04:20.595088Z"", ""name"": null, ""screen_name"": ""abuga_makori"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/Shaddymusembi1/status/1462646242761224195,Shaddymusembi1,1462646242761224195,,,2021-12-07T10:20:46.518515Z,"RT @mohammedhersi: Buxton Point Project is well on course, well done Gov Joho &amp; Suleiman Shahbal https://t.co/L6BntDqbDr",0,0,0,True,2021-11-22T11:08:19Z,"{""account_id"": 345280320, ""created_at"": ""2021-12-07T10:04:20.588917Z"", ""updated_at"": ""2021-12-07T10:04:20.588981Z"", ""name"": null, ""screen_name"": ""Shaddymusembi1"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/Shaddymusembi1/status/1461225809465778177,Shaddymusembi1,1461225809465778177,,,2021-12-07T10:20:10.123059Z,"RT @ShahbalTeam: Now the @UDAKenya Governor candidate @HassanOmarH endorse  Mheshimiwa @SuleimanShahbal to succeed Governor Joho, this come…",0,0,0,True,2021-11-22T08:35:24Z,"{""account_id"": 345280320, ""created_at"": ""2021-12-07T10:04:20.588917Z"", ""updated_at"": ""2021-12-07T10:04:20.588981Z"", ""name"": null, ""screen_name"": ""Shaddymusembi1"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/abuga_makori/status/1461547496006639618,abuga_makori,1461547496006639618,,,2021-12-07T10:20:19.751643Z,These guys were almost at Garissa. They were gone.. Thanks to Kitui residents.. https://t.co/J34Jo5G2NB,0,0,0,True,2021-11-19T04:11:08Z,"{""account_id"": 1291576616, ""created_at"": ""2021-12-07T10:04:20.594991Z"", ""updated_at"": ""2021-12-07T10:04:20.595088Z"", ""name"": null, ""screen_name"": ""abuga_makori"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/RandalMwinzi/status/1461266235245608965,RandalMwinzi,1461266235245608965,,,2021-12-07T10:20:11.282317Z,RT @KenyaSiHa_me: All role model female leaders are present at the #AzimioLaKinaMama event at Catholic University of Kenya https://t.co/EJg…,0,0,0,True,2021-11-18T09:33:30Z,"{""account_id"": 1020318516233293825, ""created_at"": ""2021-12-07T10:04:20.563886Z"", ""updated_at"": ""2021-12-07T10:04:20.563926Z"", ""name"": null, ""screen_name"": ""RandalMwinzi"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/Shaddymusembi1/status/1461225506435653635,Shaddymusembi1,1461225506435653635,,,2021-12-07T10:20:10.109088Z,"RT @ShahbalTeam: Now the @UDAKenya Governor candidate @HassanOmarH endorse  Mheshimiwa @SuleimanShahbal to succeed Governor Joho, this come…",0,0,0,True,2021-11-18T06:51:35Z,"{""account_id"": 345280320, ""created_at"": ""2021-12-07T10:04:20.588917Z"", ""updated_at"": ""2021-12-07T10:04:20.588981Z"", ""name"": null, ""screen_name"": ""Shaddymusembi1"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/abuga_makori/status/1461039451455512579,abuga_makori,1461039451455512579,,,2021-12-07T10:20:04.929483Z,"The problem at prisons was not that hopeless Mzee Ogola. The problem is clearly in Kamiti Maximum prison. CS Matiangi and PS Kibicho would have investigated the matter, taken correct actions. Clearly, a wrong man was fired.",0,0,0,True,2021-11-17T18:40:36Z,"{""account_id"": 1291576616, ""created_at"": ""2021-12-07T10:04:20.594991Z"", ""updated_at"": ""2021-12-07T10:04:20.595088Z"", ""name"": null, ""screen_name"": ""abuga_makori"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/abuga_makori/status/1461039241379594245,abuga_makori,1461039241379594245,,,2021-12-07T10:20:04.921001Z,"The problem at prisons was not that hopeless Mzee Ogola. The problem is clearly in Kamiti Maximum prison. CS Matiang'i and PS Kibicho would have investigated the matter, taken correct actions. Clearly, a wrong man was fired.",0,0,0,True,2021-11-17T18:31:59Z,"{""account_id"": 1291576616, ""created_at"": ""2021-12-07T10:04:20.594991Z"", ""updated_at"": ""2021-12-07T10:04:20.595088Z"", ""name"": null, ""screen_name"": ""abuga_makori"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/Shaddymusembi1/status/1460965704795140099,Shaddymusembi1,1460965704795140099,,,2021-12-07T10:20:01.841176Z,BREAKING: Pres. Uhuru Kenyatta sacks Kenya Prisons Service Commissioner-General Wycliffe Ogalo over Kamiti prison break.,0,0,0,True,2021-11-17T13:45:21Z,"{""account_id"": 345280320, ""created_at"": ""2021-12-07T10:04:20.588917Z"", ""updated_at"": ""2021-12-07T10:04:20.588981Z"", ""name"": null, ""screen_name"": ""Shaddymusembi1"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/abuga_makori/status/1460464327371198464,abuga_makori,1460464327371198464,,,2021-12-07T10:19:50.802922Z,"I hate when I see people comparing Wayne Rooney with Harry Kane. It's like telling us Ronaldo [R9] and Torres are comparable. Rooney was a complete player, played several positions. Kane depends mostly on luck. He can surpass the record but he's nowhere n",0,0,0,True,2021-11-16T04:34:20Z,"{""account_id"": 1291576616, ""created_at"": ""2021-12-07T10:04:20.594991Z"", ""updated_at"": ""2021-12-07T10:04:20.595088Z"", ""name"": null, ""screen_name"": ""abuga_makori"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/abuga_makori/status/1460454645520912384,abuga_makori,1460454645520912384,,,2021-12-07T10:19:50.748881Z,"It's wrong for Meru Governor Kiraitu Murungi to campaign for Raila Odinga but right for over ""150"" MPs to campaign for DP Ruto. I don't know why this man is insecure. He knows that beating Raila will be extremely difficult.",0,0,0,True,2021-11-16T03:54:12Z,"{""account_id"": 1291576616, ""created_at"": ""2021-12-07T10:04:20.594991Z"", ""updated_at"": ""2021-12-07T10:04:20.595088Z"", ""name"": null, ""screen_name"": ""abuga_makori"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/abuga_makori/status/1460293570171219973,abuga_makori,1460293570171219973,,,2021-12-07T10:19:49.842010Z,Please I am Abuga not Cabugah. I am not related to the girl called Shirleen. Kindly let them refund what they collected. Viva.,0,0,0,True,2021-11-15T17:14:16Z,"{""account_id"": 1291576616, ""created_at"": ""2021-12-07T10:04:20.594991Z"", ""updated_at"": ""2021-12-07T10:04:20.595088Z"", ""name"": null, ""screen_name"": ""abuga_makori"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/abuga_makori/status/1460217842612191234,abuga_makori,1460217842612191234,,,2021-12-07T10:19:49.122993Z,"It's the second week, EACC has done nothing about Kshs7M Payslip of Nyamira Governor Amos Nyaribo. The county claimed he has been drawing salary as DG until August yet these slips show he has been earning as governor since Jan. @EACCKenya why draw salary ",0,0,0,True,2021-11-15T12:24:56Z,"{""account_id"": 1291576616, ""created_at"": ""2021-12-07T10:04:20.594991Z"", ""updated_at"": ""2021-12-07T10:04:20.595088Z"", ""name"": null, ""screen_name"": ""abuga_makori"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/abuga_makori/status/1460212558133186568,abuga_makori,1460212558133186568,,,2021-12-07T10:19:49.064619Z,"It's the second week, EACC has done nothing about the Payslip of Nyamira Governor Amos Nyaribo. The county claimed he has been drawing salary as DG until August yet these slips show he has been earning as governor since Jan. @EACCKenya why draw salary wit",0,0,0,True,2021-11-15T11:47:04Z,"{""account_id"": 1291576616, ""created_at"": ""2021-12-07T10:04:20.594991Z"", ""updated_at"": ""2021-12-07T10:04:20.595088Z"", ""name"": null, ""screen_name"": ""abuga_makori"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/abuga_makori/status/1459816000048795648,abuga_makori,1459816000048795648,,,2021-12-07T10:19:46.546283Z,"Does Francis Atwoli speak of workers who draw illegal allowances and salaries? Last week, it was Nyamira Governor Amos Nyaribo [Kshs7M] and today it's his CECM [Ministers]. Corruption at its peak in NYAMIRA, EACC @EACCKenya queit about it. https://t.co/8d",0,0,0,True,2021-11-14T09:36:45Z,"{""account_id"": 1291576616, ""created_at"": ""2021-12-07T10:04:20.594991Z"", ""updated_at"": ""2021-12-07T10:04:20.595088Z"", ""name"": null, ""screen_name"": ""abuga_makori"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/Shaddymusembi1/status/1452367256772620298,Shaddymusembi1,1452367256772620298,,,2021-12-07T10:19:01.108485Z,RT @AnfieldRd96: https://t.co/k5Rypz9KGD,0,0,0,True,2021-11-12T15:25:28Z,"{""account_id"": 345280320, ""created_at"": ""2021-12-07T10:04:20.588917Z"", ""updated_at"": ""2021-12-07T10:04:20.588981Z"", ""name"": null, ""screen_name"": ""Shaddymusembi1"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
https://twitter.com/abuga_makori/status/1459047315931598848,abuga_makori,1459047315931598848,,,2021-12-07T10:19:41.225151Z,"Why is my Senator Okongo Mogeni trending? But I know he's a corrupt figure. Since 2017, he's been in bed with Nyamira County gov't. He never questions their wrong deeds. He has an insatiable appetite for public resources.",0,0,0,True,2021-11-12T06:45:44Z,"{""account_id"": 1291576616, ""created_at"": ""2021-12-07T10:04:20.594991Z"", ""updated_at"": ""2021-12-07T10:04:20.595088Z"", ""name"": null, ""screen_name"": ""abuga_makori"", ""verified"": false, ""protected"": false, ""location"": null, ""description"": null, ""followers_count"": 0, ""friends_count"": 0, ""favourites_count"": 0, ""statuses_count"": 0, ""profile_image_url"": null, ""deleted"": false}"
